cat1,product_id,ProductoCompleto12,ProductoCompleto24
PC,20785,No,No
PC,20786,Sí,Sí
PC,20788,Sí,Sí
PC,20789,Sí,Sí
PC,20790,No,No
PC,20792,No,No
PC,20793,Sí,Sí
PC,20794,No,No
PC,20795,No,No
PC,20796,No,No
PC,20797,No,No
PC,20798,No,No
PC,20799,No,No
PC,20800,No,No
PC,20801,Sí,Sí
PC,20802,Sí,Sí
PC,20803,No,No
PC,20809,Sí,Sí
PC,20810,Sí,Sí
PC,20811,Sí,No
PC,20812,No,No
PC,20815,No,No
PC,20817,No,No
PC,20818,Sí,Sí
PC,20820,Sí,Sí
PC,20821,Sí,Sí
PC,20822,No,No
PC,20823,Sí,Sí
PC,20824,Sí,No
PC,20826,Sí,Sí
PC,20827,No,No
PC,20828,No,No
PC,20830,Sí,Sí
PC,20831,Sí,Sí
PC,20832,Sí,Sí
PC,20835,No,No
PC,20836,No,No
PC,20840,Sí,Sí
PC,20841,No,No
PC,20843,No,No
PC,20845,No,No
PC,20846,No,No
PC,20847,No,No
PC,20849,Sí,Sí
PC,20850,Sí,Sí
PC,20852,No,No
PC,20853,Sí,No
PC,20854,No,No
PC,20855,No,No
PC,20859,No,No
PC,20862,Sí,Sí
PC,20863,No,No
PC,20864,Sí,Sí
PC,20865,Sí,Sí
PC,20870,Sí,Sí
PC,20873,Sí,Sí
PC,20874,Sí,Sí
PC,20877,No,No
PC,20878,Sí,Sí
PC,20879,No,No
PC,20882,Sí,Sí
PC,20883,Sí,Sí
PC,20884,No,No
PC,20885,Sí,Sí
PC,20886,No,No
PC,20888,No,No
PC,20891,No,No
PC,20892,Sí,Sí
PC,20894,Sí,Sí
PC,20895,No,No
PC,20899,No,No
PC,20901,Sí,Sí
PC,20902,Sí,No
PC,20904,No,No
PC,20906,Sí,Sí
PC,20907,No,No
PC,20908,Sí,No
PC,20910,No,No
PC,20912,No,No
PC,20913,Sí,Sí
PC,20914,Sí,Sí
PC,20915,No,No
PC,20917,Sí,No
PC,20919,No,No
PC,20920,No,No
PC,20922,Sí,Sí
PC,20923,No,No
PC,20924,No,No
PC,20925,No,No
PC,20926,No,No
PC,20927,No,No
PC,20928,No,No
PC,20929,No,No
PC,20930,No,No
PC,20931,Sí,Sí
PC,20932,No,No
PC,20933,No,No
PC,20935,Sí,Sí
PC,20936,No,No
PC,20937,Sí,Sí
PC,20940,No,No
PC,20941,No,No
PC,20942,No,No
PC,20945,Sí,Sí
PC,20946,No,No
PC,20947,No,No
PC,20948,No,No
PC,20949,Sí,Sí
PC,20951,Sí,Sí
PC,20952,Sí,Sí
PC,20953,No,No
PC,20956,Sí,Sí
PC,20957,Sí,Sí
PC,20958,No,No
PC,20960,Sí,Sí
PC,20961,Sí,Sí
PC,20962,No,No
PC,20964,No,No
PC,20965,Sí,Sí
PC,20966,No,No
PC,20967,Sí,No
PC,20968,No,No
PC,20970,No,No
PC,20972,No,No
PC,20973,Sí,Sí
PC,20974,No,No
PC,20975,No,No
PC,20976,Sí,Sí
PC,20977,Sí,Sí
PC,20980,No,No
PC,20981,Sí,No
PC,20982,No,No
PC,20985,Sí,Sí
PC,20986,Sí,Sí
PC,20987,No,No
PC,20990,Sí,No
PC,20991,No,No
PC,20992,No,No
PC,20993,No,No
PC,20994,Sí,Sí
PC,20995,No,No
PC,20996,No,No
PC,20997,Sí,No
PC,21001,Sí,No
PC,21003,No,No
PC,21005,No,No
PC,21006,No,No
PC,21007,No,No
PC,21008,Sí,Sí
PC,21013,Sí,No
PC,21014,Sí,Sí
PC,21016,No,No
PC,21018,No,No
PC,21022,Sí,No
PC,21023,No,No
PC,21024,No,No
PC,21026,No,No
PC,21027,Sí,Sí
PC,21028,Sí,Sí
PC,21029,No,No
PC,21032,No,No
PC,21033,No,No
PC,21034,Sí,No
PC,21035,No,No
PC,21037,Sí,No
PC,21038,No,No
PC,21039,No,No
PC,21040,Sí,No
PC,21042,No,No
PC,21044,No,No
PC,21048,No,No
PC,21049,Sí,No
PC,21054,No,No
PC,21055,Sí,Sí
PC,21056,No,No
PC,21057,Sí,Sí
PC,21058,No,No
PC,21063,Sí,No
PC,21064,No,No
PC,21065,Sí,No
PC,21071,Sí,Sí
PC,21073,No,No
PC,21074,No,No
PC,21075,No,No
PC,21077,Sí,Sí
PC,21079,No,No
PC,21080,Sí,Sí
PC,21084,Sí,No
PC,21086,No,No
PC,21087,No,No
PC,21088,No,No
PC,21092,No,No
PC,21093,Sí,No
PC,21097,No,No
PC,21099,No,No
PC,21102,Sí,No
PC,21105,Sí,No
PC,21108,No,No
PC,21109,No,No
PC,21110,No,No
PC,21111,No,No
PC,21112,No,No
PC,21114,No,No
PC,21118,Sí,Sí
PC,21119,No,No
PC,21124,Sí,Sí
PC,21126,Sí,No
PC,21128,No,No
PC,21129,No,No
PC,21131,No,No
PC,21133,Sí,No
PC,21135,No,No
PC,21137,No,No
PC,21140,No,No
PC,21142,Sí,No
PC,21144,No,No
PC,21146,No,No
PC,21147,No,No
PC,21150,No,No
PC,21153,No,No
PC,21154,No,No
PC,21155,No,No
PC,21156,Sí,Sí
PC,21157,Sí,No
PC,21159,No,No
PC,21163,No,No
PC,21164,Sí,No
PC,21167,No,No
PC,21168,No,No
PC,21170,No,No
PC,21171,No,No
PC,21173,No,No
PC,21174,No,No
PC,21176,Sí,No
PC,21179,No,No
PC,21180,No,No
PC,21181,No,No
PC,21182,No,No
PC,21184,No,No
PC,21190,No,No
PC,21191,Sí,No
PC,21192,No,No
PC,21194,Sí,Sí
PC,21195,No,No
PC,21196,No,No
PC,21200,No,No
PC,21201,Sí,No
PC,21202,No,No
PC,21207,Sí,Sí
PC,21209,Sí,No
PC,21211,No,No
PC,21212,No,No
PC,21214,No,No
PC,21218,No,No
PC,21219,No,No
PC,21220,No,No
PC,21222,No,No
PC,21224,Sí,Sí
PC,21226,Sí,No
PC,21227,No,No
PC,21229,No,No
PC,21233,Sí,No
PC,21234,No,No
PC,21237,No,No
PC,21239,No,No
PC,21242,No,No
PC,21244,Sí,No
PC,21245,Sí,No
PC,21246,No,No
PC,21247,No,No
PC,21248,No,No
PC,21252,No,No
PC,21255,No,No
PC,21256,No,No
PC,21257,No,No
PC,21259,No,No
PC,21262,No,No
PC,21263,No,No
PC,21264,No,No
PC,21265,No,No
PC,21266,No,No
PC,21267,No,No
PC,21271,No,No
PC,21276,No,No
REF,20004,No,No
REF,20005,No,No
REF,20007,No,No
REF,20009,No,No
REF,20012,No,No
REF,20013,No,No
REF,20014,No,No
REF,20015,No,No
REF,20016,No,No
REF,20020,No,No
REF,20022,No,No
REF,20023,No,No
REF,20024,No,No
REF,20025,No,No
REF,20027,No,No
REF,20029,No,No
REF,20030,No,No
REF,20031,No,No
REF,20032,No,No
REF,20033,No,No
REF,20037,No,No
REF,20038,No,No
REF,20041,No,No
REF,20043,No,No
REF,20047,No,No
REF,20048,No,No
REF,20050,No,No
REF,20054,No,No
REF,20056,No,No
REF,20057,No,No
REF,20058,No,No
REF,20059,No,No
REF,20061,No,No
REF,20062,No,No
REF,20063,No,No
REF,20065,No,No
REF,20066,No,No
REF,20067,No,No
REF,20068,No,No
REF,20069,No,No
REF,20070,No,No
REF,20071,No,No
REF,20072,No,No
REF,20073,No,No
REF,20074,No,No
REF,20075,No,No
REF,20076,No,No
REF,20077,No,No
REF,20078,No,No
REF,20079,No,No
REF,20080,No,No
REF,20081,No,No
REF,20082,No,No
REF,20084,No,No
REF,20085,No,No
REF,20087,No,No
REF,20088,No,No
REF,20089,No,No
REF,20090,No,No
REF,20091,No,No
REF,20092,No,No
REF,20093,No,No
REF,20094,No,No
REF,20095,No,No
REF,20096,No,No
REF,20097,No,No
REF,20099,No,No
REF,20100,No,No
REF,20101,No,No
REF,20102,No,No
REF,20103,No,No
REF,20105,No,No
REF,20106,No,No
REF,20107,No,No
REF,20108,No,No
REF,20109,No,No
REF,20111,No,No
REF,20112,No,No
REF,20113,No,No
REF,20114,No,No
REF,20115,No,No
REF,20116,No,No
REF,20117,No,No
REF,20118,No,No
REF,20119,No,No
REF,20120,No,No
REF,20121,No,No
REF,20122,No,No
REF,20123,No,No
REF,20124,No,No
REF,20125,No,No
REF,20126,No,No
REF,20127,No,No
REF,20128,No,No
REF,20129,No,No
REF,20130,No,No
REF,20132,No,No
REF,20133,No,No
REF,20134,No,No
REF,20135,No,No
REF,20136,No,No
REF,20137,No,No
REF,20138,No,No
REF,20139,No,No
REF,20140,No,No
REF,20142,No,No
REF,20143,No,No
REF,20144,No,No
REF,20145,No,No
REF,20146,No,No
REF,20148,No,No
REF,20149,No,No
REF,20150,No,No
REF,20151,No,No
REF,20152,No,No
REF,20153,No,No
REF,20155,No,No
REF,20157,No,No
REF,20158,No,No
REF,20159,No,No
REF,20160,No,No
REF,20161,No,No
REF,20162,No,No
REF,20163,No,No
REF,20164,No,No
REF,20165,No,No
REF,20166,No,No
REF,20167,No,No
REF,20168,No,No
REF,20169,No,No
REF,20170,No,No
REF,20171,No,No
REF,20173,No,No
REF,20174,No,No
REF,20175,No,No
REF,20176,No,No
REF,20177,No,No
REF,20178,No,No
REF,20179,No,No
REF,20181,No,No
REF,20182,No,No
REF,20183,No,No
REF,20184,No,No
REF,20185,No,No
REF,20186,No,No
REF,20187,No,No
REF,20188,No,No
REF,20189,No,No
REF,20190,No,No
REF,20191,No,No
REF,20192,No,No
REF,20194,No,No
REF,20196,No,No
REF,20197,No,No
REF,20198,No,No
REF,20200,No,No
REF,20201,No,No
REF,20202,No,No
REF,20203,No,No
REF,20205,No,No
REF,20206,No,No
REF,20207,No,No
REF,20208,No,No
REF,20209,No,No
REF,20210,No,No
REF,20211,No,No
REF,20212,No,No
REF,20213,No,No
REF,20215,No,No
REF,20216,No,No
REF,20217,No,No
REF,20218,No,No
REF,20219,No,No
REF,20220,No,No
REF,20222,No,No
REF,20224,No,No
REF,20225,No,No
REF,20226,No,No
REF,20227,No,No
REF,20228,No,No
REF,20229,No,No
REF,20230,No,No
REF,20231,No,No
REF,20232,No,No
REF,20233,No,No
REF,20234,No,No
REF,20235,No,No
REF,20236,No,No
REF,20237,No,No
REF,20238,No,No
REF,20239,No,No
REF,20240,No,No
REF,20241,No,No
REF,20242,No,No
REF,20244,No,No
REF,20246,No,No
REF,20249,No,No
REF,20250,No,No
REF,20251,No,No
REF,20252,No,No
REF,20253,No,No
REF,20254,No,No
REF,20255,No,No
REF,20256,No,No
REF,20257,No,No
REF,20259,No,No
REF,20261,No,No
REF,20262,No,No
REF,20263,No,No
REF,20264,No,No
REF,20265,No,No
REF,20266,No,No
REF,20267,No,No
REF,20268,No,No
REF,20269,No,No
REF,20270,No,No
REF,20271,No,No
REF,20272,No,No
REF,20273,No,No
REF,20275,No,No
REF,20276,No,No
REF,20277,No,No
REF,20278,No,No
REF,20280,No,No
REF,20281,No,No
REF,20282,No,No
REF,20283,No,No
REF,20284,No,No
REF,20285,No,No
REF,20286,No,No
REF,20288,No,No
REF,20289,No,No
REF,20290,No,No
REF,20291,No,No
REF,20292,No,No
REF,20295,No,No
REF,20296,No,No
REF,20297,No,No
REF,20298,No,No
REF,20299,No,No
REF,20300,No,No
REF,20301,No,No
REF,20302,No,No
REF,20303,No,No
REF,20304,No,No
REF,20305,No,No
REF,20306,No,No
REF,20307,No,No
REF,20308,No,No
REF,20309,No,No
REF,20310,No,No
REF,20311,No,No
REF,20312,No,No
REF,20313,No,No
REF,20314,No,No
REF,20315,No,No
REF,20316,No,No
REF,20317,No,No
REF,20319,No,No
REF,20321,No,No
REF,20322,No,No
REF,20323,No,No
REF,20324,No,No
REF,20325,No,No
REF,20326,No,No
REF,20327,No,No
REF,20328,No,No
REF,20329,No,No
REF,20330,No,No
REF,20332,No,No
REF,20334,No,No
REF,20335,No,No
REF,20336,No,No
REF,20337,No,No
REF,20338,No,No
REF,20340,No,No
REF,20341,No,No
REF,20342,No,No
REF,20343,No,No
REF,20344,No,No
REF,20345,No,No
REF,20346,No,No
REF,20348,No,No
REF,20349,No,No
REF,20350,No,No
REF,20351,No,No
REF,20352,No,No
REF,20353,No,No
REF,20354,No,No
REF,20355,No,No
REF,20356,No,No
REF,20357,No,No
REF,20358,No,No
REF,20359,No,No
REF,20360,No,No
REF,20361,No,No
REF,20362,No,No
REF,20364,No,No
REF,20365,No,No
REF,20366,No,No
REF,20367,No,No
REF,20368,No,No
REF,20372,No,No
REF,20374,No,No
REF,20375,No,No
REF,20376,No,No
REF,20377,No,No
REF,20378,No,No
REF,20379,No,No
REF,20380,No,No
REF,20381,No,No
REF,20382,No,No
REF,20383,No,No
REF,20384,No,No
REF,20385,No,No
REF,20386,No,No
REF,20387,No,No
REF,20388,No,No
REF,20389,No,No
REF,20390,No,No
REF,20394,No,No
REF,20395,No,No
REF,20396,No,No
REF,20398,No,No
REF,20399,No,No
REF,20400,No,No
REF,20401,No,No
REF,20402,No,No
REF,20403,No,No
REF,20404,No,No
REF,20406,No,No
REF,20407,No,No
REF,20408,No,No
REF,20409,No,No
REF,20410,No,No
REF,20411,No,No
REF,20412,No,No
REF,20413,No,No
REF,20414,No,No
REF,20415,No,No
REF,20416,No,No
REF,20417,No,No
REF,20418,No,No
REF,20419,No,No
REF,20421,No,No
REF,20422,No,No
REF,20424,No,No
REF,20426,No,No
REF,20428,No,No
REF,20429,No,No
REF,20432,No,No
REF,20433,No,No
REF,20434,No,No
REF,20435,No,No
REF,20436,No,No
REF,20437,No,No
REF,20438,No,No
REF,20440,No,No
REF,20442,No,No
REF,20443,No,No
REF,20447,No,No
REF,20449,No,No
REF,20450,No,No
REF,20453,No,No
REF,20454,No,No
REF,20456,No,No
REF,20458,No,No
REF,20459,No,No
REF,20460,No,No
REF,20463,No,No
REF,20464,No,No
REF,20465,No,No
REF,20466,No,No
REF,20468,No,No
REF,20469,No,No
REF,20470,No,No
REF,20471,No,No
REF,20473,No,No
REF,20474,No,No
REF,20476,No,No
REF,20477,No,No
REF,20478,No,No
REF,20479,No,No
REF,20480,No,No
REF,20481,No,No
REF,20482,No,No
REF,20483,No,No
REF,20484,No,No
REF,20485,No,No
REF,20487,No,No
REF,20488,No,No
REF,20490,No,No
REF,20491,No,No
REF,20493,No,No
REF,20495,No,No
REF,20496,No,No
REF,20497,No,No
REF,20500,No,No
REF,20501,No,No
REF,20502,No,No
REF,20503,No,No
REF,20505,No,No
REF,20507,No,No
REF,20508,No,No
REF,20509,No,No
REF,20510,No,No
REF,20512,No,No
REF,20513,No,No
REF,20514,No,No
REF,20515,No,No
REF,20517,No,No
REF,20520,No,No
REF,20521,No,No
REF,20522,No,No
REF,20523,No,No
REF,20524,No,No
REF,20525,No,No
REF,20526,No,No
REF,20527,No,No
REF,20530,No,No
REF,20531,No,No
REF,20536,No,No
REF,20537,No,No
REF,20538,No,No
REF,20539,No,No
REF,20540,No,No
REF,20541,No,No
REF,20542,No,No
REF,20544,No,No
REF,20546,No,No
REF,20547,No,No
REF,20548,No,No
REF,20549,No,No
REF,20551,No,No
REF,20552,No,No
REF,20553,No,No
REF,20555,No,No
REF,20556,No,No
REF,20557,No,No
REF,20558,No,No
REF,20559,No,No
REF,20560,No,No
REF,20561,No,No
REF,20562,No,No
REF,20563,No,No
REF,20564,No,No
REF,20565,No,No
REF,20567,No,No
REF,20568,No,No
REF,20569,No,No
REF,20570,No,No
REF,20571,No,No
REF,20572,No,No
REF,20574,No,No
REF,20575,No,No
REF,20576,No,No
REF,20577,No,No
REF,20578,No,No
REF,20579,No,No
REF,20580,No,No
REF,20583,No,No
REF,20585,No,No
REF,20586,No,No
REF,20588,No,No
REF,20589,No,No
REF,20592,No,No
REF,20593,No,No
REF,20594,No,No
REF,20595,No,No
REF,20596,No,No
REF,20597,No,No
REF,20599,No,No
REF,20600,No,No
REF,20601,No,No
REF,20602,No,No
REF,20603,No,No
REF,20604,No,No
REF,20605,No,No
REF,20606,No,No
REF,20609,No,No
REF,20611,No,No
REF,20614,No,No
REF,20615,No,No
REF,20617,No,No
REF,20620,No,No
REF,20621,No,No
REF,20622,No,No
REF,20623,No,No
REF,20624,No,No
REF,20627,No,No
REF,20628,No,No
REF,20629,No,No
REF,20631,No,No
REF,20632,No,No
REF,20633,No,No
REF,20636,No,No
REF,20638,No,No
REF,20639,No,No
REF,20640,No,No
REF,20641,No,No
REF,20642,No,No
REF,20644,No,No
REF,20645,No,No
REF,20646,No,No
REF,20647,No,No
REF,20649,No,No
REF,20651,No,No
REF,20652,No,No
REF,20653,No,No
REF,20654,No,No
REF,20655,No,No
REF,20656,No,No
REF,20657,No,No
REF,20658,No,No
REF,20659,No,No
REF,20660,No,No
REF,20661,No,No
REF,20662,No,No
REF,20663,No,No
REF,20664,No,No
REF,20666,No,No
REF,20667,No,No
REF,20668,No,No
REF,20669,No,No
REF,20670,No,No
REF,20671,No,No
REF,20672,No,No
REF,20673,No,No
REF,20674,No,No
REF,20676,No,No
REF,20677,No,No
REF,20678,No,No
REF,20679,No,No
REF,20680,No,No
REF,20681,No,No
REF,20682,No,No
REF,20683,No,No
REF,20684,No,No
REF,20685,No,No
REF,20686,No,No
REF,20689,No,No
REF,20691,No,No
REF,20693,No,No
REF,20694,No,No
REF,20696,No,No
REF,20697,No,No
REF,20699,No,No
REF,20700,No,No
REF,20701,No,No
REF,20702,No,No
REF,20703,No,No
REF,20705,No,No
REF,20706,No,No
REF,20708,No,No
REF,20709,No,No
REF,20710,No,No
REF,20711,No,No
REF,20712,No,No
REF,20713,No,No
REF,20714,No,No
REF,20715,No,No
REF,20719,No,No
REF,20720,No,No
REF,20721,No,No
REF,20723,No,No
REF,20724,No,No
REF,20725,No,No
REF,20728,No,No
REF,20729,No,No
REF,20730,No,No
REF,20732,No,No
REF,20733,No,No
REF,20735,No,No
REF,20737,No,No
REF,20739,No,No
REF,20741,No,No
REF,20742,No,No
REF,20743,No,No
REF,20744,No,No
REF,20745,No,No
REF,20746,No,No
REF,20749,No,No
REF,20750,No,No
REF,20751,No,No
REF,20754,No,No
REF,20756,No,No
REF,20757,No,No
REF,20758,No,No
REF,20759,No,No
REF,20760,No,No
REF,20761,No,No
REF,20762,No,No
REF,20763,No,No
REF,20764,No,No
REF,20765,No,No
REF,20768,No,No
REF,20770,No,No
REF,20771,No,No
REF,20772,No,No
REF,20773,No,No
REF,20774,No,No
REF,20775,No,No
REF,20777,No,No
REF,20778,No,No
REF,20779,No,No
REF,20780,No,No
REF,20781,No,No
REF,20782,No,No
REF,20783,No,No
REF,20784,No,No
REF,20785,No,No
REF,20786,No,No
REF,20788,No,No
REF,20789,No,No
REF,20790,No,No
REF,20792,No,No
REF,20793,No,No
REF,20794,No,No
REF,20795,No,No
REF,20796,No,No
REF,20797,No,No
REF,20798,No,No
REF,20799,No,No
REF,20800,No,No
REF,20801,No,No
REF,20802,No,No
REF,20803,No,No
REF,20809,No,No
REF,20810,No,No
REF,20811,No,No
REF,20812,No,No
REF,20815,No,No
REF,20817,No,No
REF,20818,No,No
REF,20820,No,No
REF,20821,No,No
REF,20822,No,No
REF,20823,No,No
REF,20824,No,No
REF,20826,No,No
REF,20827,No,No
REF,20828,No,No
REF,20830,No,No
REF,20831,No,No
REF,20832,No,No
REF,20835,No,No
REF,20836,No,No
REF,20840,No,No
REF,20841,No,No
REF,20843,No,No
REF,20845,No,No
REF,20846,No,No
REF,20847,No,No
REF,20849,No,No
REF,20850,No,No
REF,20852,No,No
REF,20853,No,No
REF,20854,No,No
REF,20855,No,No
REF,20859,No,No
REF,20862,No,No
REF,20863,No,No
REF,20864,No,No
REF,20865,No,No
REF,20870,No,No
REF,20873,No,No
REF,20874,No,No
REF,20877,No,No
REF,20878,No,No
REF,20879,No,No
REF,20882,No,No
REF,20883,No,No
REF,20884,No,No
REF,20885,No,No
REF,20886,No,No
REF,20888,No,No
REF,20891,No,No
REF,20892,No,No
REF,20894,No,No
REF,20895,No,No
REF,20899,No,No
REF,20901,No,No
REF,20902,No,No
REF,20904,No,No
REF,20906,No,No
REF,20907,No,No
REF,20908,No,No
REF,20910,No,No
REF,20912,No,No
REF,20913,No,No
REF,20914,No,No
REF,20915,No,No
REF,20917,No,No
REF,20919,No,No
REF,20920,No,No
REF,20922,No,No
REF,20923,No,No
REF,20924,No,No
REF,20925,No,No
REF,20926,No,No
REF,20927,No,No
REF,20928,No,No
REF,20929,No,No
REF,20930,No,No
REF,20931,No,No
REF,20932,No,No
REF,20933,No,No
REF,20935,No,No
REF,20936,No,No
REF,20937,No,No
REF,20940,No,No
REF,20941,No,No
REF,20942,No,No
REF,20945,No,No
REF,20946,No,No
REF,20947,No,No
REF,20948,No,No
REF,20949,No,No
REF,20951,No,No
REF,20952,No,No
REF,20953,No,No
REF,20956,No,No
REF,20957,No,No
REF,20958,No,No
REF,20960,No,No
REF,20961,No,No
REF,20962,No,No
REF,20964,No,No
REF,20965,No,No
REF,20966,No,No
REF,20967,No,No
REF,20968,No,No
REF,20970,No,No
REF,20972,No,No
REF,20973,No,No
REF,20974,No,No
REF,20975,No,No
REF,20976,No,No
REF,20977,No,No
REF,20980,No,No
REF,20981,No,No
REF,20982,Sí,Sí
REF,20985,No,No
REF,20986,No,No
REF,20987,No,No
REF,20990,No,No
REF,20991,No,No
REF,20992,No,No
REF,20993,No,No
REF,20994,No,No
REF,20995,No,No
REF,20996,No,No
REF,20997,No,No
REF,21001,No,No
REF,21003,No,No
REF,21005,No,No
REF,21006,No,No
REF,21007,No,No
REF,21008,No,No
REF,21013,No,No
REF,21014,No,No
REF,21016,No,No
REF,21018,No,No
REF,21022,No,No
REF,21023,No,No
REF,21024,No,No
REF,21026,No,No
REF,21027,No,No
REF,21028,No,No
REF,21029,No,No
REF,21032,No,No
REF,21033,No,No
REF,21034,No,No
REF,21035,No,No
REF,21037,No,No
REF,21038,No,No
REF,21039,No,No
REF,21040,No,No
REF,21042,No,No
REF,21044,No,No
REF,21048,No,No
REF,21049,No,No
REF,21054,No,No
REF,21055,No,No
REF,21056,No,No
REF,21057,No,No
REF,21058,No,No
REF,21063,No,No
REF,21064,No,No
REF,21065,No,No
REF,21071,No,No
REF,21073,No,No
REF,21074,No,No
REF,21075,No,No
REF,21077,No,No
REF,21079,No,No
REF,21080,No,No
REF,21084,No,No
REF,21086,No,No
REF,21087,No,No
REF,21088,No,No
REF,21092,No,No
REF,21093,No,No
REF,21097,No,No
REF,21099,No,No
REF,21102,No,No
REF,21105,No,No
REF,21108,No,No
REF,21109,No,No
REF,21110,No,No
REF,21111,No,No
REF,21112,No,No
REF,21114,No,No
REF,21118,No,No
REF,21119,No,No
REF,21124,No,No
REF,21126,No,No
REF,21128,No,No
REF,21129,No,No
REF,21131,No,No
REF,21133,No,No
REF,21135,No,No
REF,21137,No,No
REF,21140,No,No
REF,21142,No,No
REF,21144,No,No
REF,21146,No,No
REF,21147,No,No
REF,21150,No,No
REF,21153,No,No
REF,21154,No,No
REF,21155,No,No
REF,21156,No,No
REF,21157,No,No
REF,21159,No,No
REF,21163,No,No
REF,21164,No,No
REF,21167,No,No
REF,21168,No,No
REF,21170,Sí,Sí
REF,21171,No,No
REF,21173,No,No
REF,21174,No,No
REF,21176,No,No
REF,21179,No,No
REF,21180,No,No
REF,21181,Sí,Sí
REF,21182,No,No
REF,21184,No,No
REF,21190,No,No
REF,21191,No,No
REF,21192,Sí,No
REF,21194,No,No
REF,21195,No,No
REF,21196,No,No
REF,21200,No,No
REF,21201,No,No
REF,21202,No,No
REF,21207,No,No
REF,21209,No,No
REF,21211,No,No
REF,21212,No,No
REF,21214,No,No
REF,21218,Sí,Sí
REF,21219,No,No
REF,21220,No,No
REF,21222,No,No
REF,21224,No,No
REF,21226,No,No
REF,21227,No,No
REF,21229,No,No
REF,21233,No,No
REF,21234,No,No
REF,21237,No,No
REF,21239,No,No
REF,21242,No,No
REF,21244,No,No
REF,21245,No,No
REF,21246,No,No
REF,21247,No,No
REF,21248,No,No
REF,21252,No,No
REF,21255,Sí,Sí
REF,21256,No,No
REF,21257,Sí,Sí
REF,21259,No,No
REF,21262,No,No
REF,21263,No,No
REF,21264,No,No
REF,21265,No,No
REF,21266,No,No
REF,21267,No,No
REF,21271,Sí,No
REF,21276,No,No
